review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
very nice and convenient app,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Transaction Performance,Topic_3
👍👍👍,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_1
Very good,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
why did the screen shot stopped ?????,3,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,-1,Other,Topic_3
nice,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
Best app,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_5
it's genuine app..,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,User Interface & Experience,Topic_5
okay 👌👍,5,2025-03-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_4
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
commercial dank...,5,2025-03-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,0,Other,Topic_4
great,5,2025-03-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_1
it's very good,5,2025-03-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,en,1,Other,Topic_2
በጠምጡሩ,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ከሠማይየሚወርደውንዕምድርይችለዋል,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ዋው,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
it makes trading easier keep it up,5,2025-04-13,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_4
betam konjo,5,2025-03-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_2
አሪፋ,5,2025-01-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,1,2025-01-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Good ap,5,2025-01-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
ok,5,2025-01-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_3
ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,5,2025-01-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
5ok,5,2024-12-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ሹፌር ደረጃ,5,2024-11-18,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,5,2024-10-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Very good,5,2024-09-12,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
በጣም አሪፎ ነው,5,2024-08-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
በጣምጥሩ መተግበርያ ነው,5,2024-08-19,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ዋዉ ፈጣን ምቹ 100%,5,2024-08-13,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
"It is very usefully app that contains the very important contents in it &Hence, the devellopers should be thanked enough!",5,2024-08-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_3
GOOD,5,2024-08-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,5,2024-07-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_4
Best,5,2024-07-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_5
በጣም ጥሩ ነው,5,2024-06-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,5,2024-06-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Taks for negd bank,5,2024-05-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_4
Good app,5,2024-04-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው።👍👍👍,5,2024-04-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
አሪፍ,5,2024-04-18,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Interested application,5,2024-03-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_4
its good,5,2024-03-10,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
Very God,5,2024-02-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_3
Ok Wow,5,2024-02-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_3
በጣም ግሩም ነው።,5,2024-02-13,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Wow good,5,2024-02-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
ሽልመቱ አልዳረሰኝም,5,2024-01-14,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
G000d application,5,2023-12-07,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_4
ጥሩ ነው ቀጥሉበት,5,2023-09-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Waaw ነው,4,2023-06-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
አሪፍ ነው በጣም,2,2023-05-18,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Honest,5,2023-04-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_1
Good,5,2022-11-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
Best,5,2022-08-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_5
በጣም ጥሩ መተግበሪያ ነው,5,2022-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Good banke app,5,2022-06-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
Good,5,2022-03-19,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_2
በጣም አሪፍ ነው,4,2021-10-19,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
ቆጆ ነው,5,2021-10-18,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
በጣም አሪፍ ቴክኖሎጂ ነው,5,2021-10-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
it's good app so i am happy!!!,5,2021-08-15,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_4
አስፈላጊ የሆነ,5,2021-05-19,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,2,2021-02-14,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
በጣም ጥሩ ነው,5,2021-02-11,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
Exellent,5,2020-10-17,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
የማምነው ነው,5,2020-09-09,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,0,Other,Topic_1
it is not functional for all android phone like mine ...techno cammon c9 So i can't instal or can not recieve from my freinds So think over it,1,2020-08-08,COMMERCIAL BANK OF ETHIOPIA,Google Play,am,1,Other,Topic_3
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,"Transaction Performance, Customer Support",Topic_5
what is this app problem???,1,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_5
the app is proactive and a good connections.,5,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
I cannot send to cbebirr app. through this app.,3,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_5
good,4,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
not functional,1,2025-06-05,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
best,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
bezabih,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
Best Mobile Banking app ever,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Transaction Performance,Topic_5
good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
Good,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
👌👍,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
very niec,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
best app of finance,5,2025-06-04,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
yetemeta,1,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
Engida Kebede Fetera,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
good,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
it is not safety,1,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_1
NICE bank,5,2025-06-03,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_5
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
It's good but try to make it facilitate for your client,4,2025-06-02,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
best app,5,2025-06-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
Awesome bank,5,2025-06-01,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,"User Interface & Experience, Feature Requests",Topic_2
Masha alla,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_5
better service,5,2025-05-31,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Customer Support,Topic_2
"it,s good app and time manager 👍",5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
malkaamuu Jiidhaa Namoo,5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
lower system everything,3,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_1
Nice!,5,2025-05-30,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
Keep it up My CBE,5,2025-05-29,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_4
yes good,5,2025-05-28,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Transaction Performance,Topic_2
i like everything of this app,5,2025-05-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
good,5,2025-05-27,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
🤬🤬🤬🤬 network 🛜,1,2025-05-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
Best,5,2025-05-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
nice,5,2025-05-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
good job,5,2025-05-26,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
Good,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
it's awesome!!,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
best,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
thankyou every one,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_2
best app,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
Ronaldo 🇵🇹 🥇,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Customer Support,Topic_5
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,"Transaction Performance, Customer Support, Feature Requests",Topic_2
mortuary app,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_5
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
amazing app I am used this app for one year,4,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
👍,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
good app,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
i love it 😍😘,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
It makes life easy!👌,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
its not fast,1,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
wow,4,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
it is sooo good,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
excellent,5,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
ok,1,2025-05-24,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
Fantastic,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_4
accessible to using,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_2
I like it,4,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
good,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
why you change default network?,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
very nice 👍,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
good,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
nice fast app,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
good,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
best,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
how to I get my money,5,2025-05-23,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_5
"Very bad, can't even load they need to improve their services.",1,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Customer Support,Topic_2
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Transaction Performance,Topic_2
very busy I don't know why... I prefer 889,3,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_5
hojii bonsaadha,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
ok,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
ok,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
user-friendly apps.because this app is easy.,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
Awosome!!!,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
"Very good app,",5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Customer Support,Topic_4
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
I hate this app 😒,1,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,-1,Other,Topic_5
trustful,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
I like,5,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
update issue,4,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
its not working over safari network,1,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_3
oldie,1,2025-05-22,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
it doesn't work,1,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_2
best,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
"This app is good, and we are using it well",1,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
ok,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
best app,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
best,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
very nice 👌 app for android phone,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
good app,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
Yes Yes,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_1
በጣም ከርፋፋ,1,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,0,Other,Topic_1
easy to use helpful in my life,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Customer Support,Topic_4
good 👍,4,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_2
the best mobile banking app,5,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_5
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,COMMERCIAL BANK OF ETHIOPIA,Google Play,om,1,Other,Topic_3
